year,spectra_area,driver_area,decade,ISD Exponent,metric,value
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,GSI,0.447445648
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,zp_small,-0.407429848
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,zp_large,-0.140084856
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,SST,-0.321110815
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,Commercial Landings,34389950
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,Spectra Slope,-0.99421581
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,GSI,0.447445648
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,zp_small,0.266125387
1984,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.085673547,zp_large,-0.397275747
1984,Southern New England,Southern New England,1980,-1.071917467,SST,0.152408155
1984,Southern New England,Southern New England,1980,-1.071917467,Commercial Landings,118783275
1984,Southern New England,Southern New England,1980,-1.071917467,Spectra Slope,-0.969890026
1984,Southern New England,Southern New England,1980,-1.071917467,GSI,0.447445648
1984,Southern New England,Southern New England,1980,-1.071917467,zp_small,0.266125387
1984,Southern New England,Southern New England,1980,-1.071917467,zp_large,-0.397275747
1985,Georges Bank,Georges Bank,1980,-1.008079686,SST,0.145631257
1985,Georges Bank,Georges Bank,1980,-1.008079686,Commercial Landings,98469380
1985,Georges Bank,Georges Bank,1980,-1.008079686,Spectra Slope,-0.979159692
1985,Georges Bank,Georges Bank,1980,-1.008079686,GSI,0.675206926
1985,Georges Bank,Georges Bank,1980,-1.008079686,zp_small,-0.323154868
1985,Georges Bank,Georges Bank,1980,-1.008079686,zp_large,-0.037003982
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,SST,-0.065714294
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,Commercial Landings,231018806
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,Spectra Slope,-0.730530042
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,GSI,0.675206926
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,zp_small,-0.520762539
1985,Gulf of Maine,Gulf of Maine,1980,-0.896091603,zp_large,-0.005301821
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,SST,0.926899098
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,Commercial Landings,25137396
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,Spectra Slope,-1.035390933
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,GSI,0.675206926
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,zp_small,-0.128761298
1985,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.051309045,zp_large,-0.25416861
1985,Southern New England,Southern New England,1980,-0.994017078,SST,0.552324724
1985,Southern New England,Southern New England,1980,-0.994017078,Commercial Landings,102392115
1985,Southern New England,Southern New England,1980,-0.994017078,Spectra Slope,-0.968846675
1985,Southern New England,Southern New England,1980,-0.994017078,GSI,0.675206926
1985,Southern New England,Southern New England,1980,-0.994017078,zp_small,-0.128761298
1985,Southern New England,Southern New England,1980,-0.994017078,zp_large,-0.25416861
1986,Georges Bank,Georges Bank,1980,-0.857954132,SST,-0.081766006
1986,Georges Bank,Georges Bank,1980,-0.857954132,Commercial Landings,78898342
1986,Georges Bank,Georges Bank,1980,-0.857954132,Spectra Slope,-0.615436358
1986,Georges Bank,Georges Bank,1980,-0.857954132,GSI,0.2028943
1986,Georges Bank,Georges Bank,1980,-0.857954132,zp_small,-0.043628851
1986,Georges Bank,Georges Bank,1980,-0.857954132,zp_large,-0.104297071
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,SST,-0.211805519
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,Commercial Landings,223447807
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,Spectra Slope,-0.719501505
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,GSI,0.2028943
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,zp_small,-0.29973911
1986,Gulf of Maine,Gulf of Maine,1980,-0.949655483,zp_large,-0.046150855
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,SST,0.669704921
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,Commercial Landings,26863037
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,Spectra Slope,-1.131332723
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,GSI,0.2028943
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,zp_small,-0.096146838
1986,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.110277722,zp_large,0.417120595
1986,Southern New England,Southern New England,1980,-1.073185464,SST,0.021376004
1986,Southern New England,Southern New England,1980,-1.073185464,Commercial Landings,113811801
1986,Southern New England,Southern New England,1980,-1.073185464,Spectra Slope,-1.012076003
1986,Southern New England,Southern New England,1980,-1.073185464,GSI,0.2028943
1986,Southern New England,Southern New England,1980,-1.073185464,zp_small,-0.096146838
1986,Southern New England,Southern New England,1980,-1.073185464,zp_large,0.417120595
1987,Georges Bank,Georges Bank,1980,-0.825527541,SST,-0.690858899
1987,Georges Bank,Georges Bank,1980,-0.825527541,Commercial Landings,79978084
1987,Georges Bank,Georges Bank,1980,-0.825527541,Spectra Slope,-0.536129858
1987,Georges Bank,Georges Bank,1980,-0.825527541,GSI,-0.670503604
1987,Georges Bank,Georges Bank,1980,-0.825527541,zp_small,-0.424419238
1987,Georges Bank,Georges Bank,1980,-0.825527541,zp_large,0.506802766
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,SST,-0.686672884
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,Commercial Landings,207887469
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,Spectra Slope,-0.527510747
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,GSI,-0.670503604
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,zp_small,-0.229875178
1987,Gulf of Maine,Gulf of Maine,1980,-0.869230423,zp_large,0.103056018
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,SST,-0.249270007
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,Commercial Landings,28747914
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,Spectra Slope,-0.875528954
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,GSI,-0.670503604
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,zp_small,0.051957162
1987,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.020418039,zp_large,0.629228165
1987,Southern New England,Southern New England,1980,-0.970629606,SST,-0.510734522
1987,Southern New England,Southern New England,1980,-0.970629606,Commercial Landings,111093901
1987,Southern New England,Southern New England,1980,-0.970629606,Spectra Slope,-0.502632596
1987,Southern New England,Southern New England,1980,-0.970629606,GSI,-0.670503604
1987,Southern New England,Southern New England,1980,-0.970629606,zp_small,0.051957162
1987,Southern New England,Southern New England,1980,-0.970629606,zp_large,0.629228165
1988,Georges Bank,Georges Bank,1980,-0.91871524,SST,-0.459711509
1988,Georges Bank,Georges Bank,1980,-0.91871524,Commercial Landings,93821241
1988,Georges Bank,Georges Bank,1980,-0.91871524,Spectra Slope,-0.780845763
1988,Georges Bank,Georges Bank,1980,-0.91871524,GSI,-0.625483129
1988,Georges Bank,Georges Bank,1980,-0.91871524,zp_small,-0.003295592
1988,Georges Bank,Georges Bank,1980,-0.91871524,zp_large,0.405975827
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,SST,-0.524407713
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,Commercial Landings,201818385
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,Spectra Slope,-0.751670648
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,GSI,-0.625483129
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,zp_small,0.072975031
1988,Gulf of Maine,Gulf of Maine,1980,-0.904134626,zp_large,-0.278228785
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,SST,-0.735488999
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,Commercial Landings,35350667
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,Spectra Slope,-1.055077531
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,GSI,-0.625483129
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,zp_small,0.119897907
1988,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.043398772,zp_large,0.566982242
1988,Southern New England,Southern New England,1980,-1.029889419,SST,-0.389991946
1988,Southern New England,Southern New England,1980,-1.029889419,Commercial Landings,98515270
1988,Southern New England,Southern New England,1980,-1.029889419,Spectra Slope,-0.92679984
1988,Southern New England,Southern New England,1980,-1.029889419,GSI,-0.625483129
1988,Southern New England,Southern New England,1980,-1.029889419,zp_small,0.119897907
1988,Southern New England,Southern New England,1980,-1.029889419,zp_large,0.566982242
1989,Georges Bank,Georges Bank,1980,-0.942112372,SST,-0.295851532
1989,Georges Bank,Georges Bank,1980,-0.942112372,Commercial Landings,85965225
1989,Georges Bank,Georges Bank,1980,-0.942112372,Spectra Slope,-0.924333125
1989,Georges Bank,Georges Bank,1980,-0.942112372,GSI,-0.850073365
1989,Georges Bank,Georges Bank,1980,-0.942112372,zp_small,0.34779207
1989,Georges Bank,Georges Bank,1980,-0.942112372,zp_large,-0.342599559
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,SST,-0.20716149
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,Commercial Landings,166158339
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,Spectra Slope,-0.921076587
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,GSI,-0.850073365
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,zp_small,0.766169295
1989,Gulf of Maine,Gulf of Maine,1980,-0.99833391,zp_large,-0.171313404
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,SST,0.303695587
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,Commercial Landings,643549888
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,Spectra Slope,-0.956620094
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,GSI,-0.850073365
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,zp_small,0.899405657
1989,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.112282592,zp_large,0.292453473
1989,Southern New England,Southern New England,1980,-1.062206346,SST,-0.046022536
1989,Southern New England,Southern New England,1980,-1.062206346,Commercial Landings,128020954
1989,Southern New England,Southern New England,1980,-1.062206346,Spectra Slope,-0.928013088
1989,Southern New England,Southern New England,1980,-1.062206346,GSI,-0.850073365
1989,Southern New England,Southern New England,1980,-1.062206346,zp_small,0.899405657
1989,Southern New England,Southern New England,1980,-1.062206346,zp_large,0.292453473
1990,Georges Bank,Georges Bank,1990,-0.93631827,SST,0.355031105
1990,Georges Bank,Georges Bank,1990,-0.93631827,Commercial Landings,100810359
1990,Georges Bank,Georges Bank,1990,-0.93631827,Spectra Slope,-0.78850067
1990,Georges Bank,Georges Bank,1990,-0.93631827,GSI,0.101839421
1990,Georges Bank,Georges Bank,1990,-0.93631827,zp_small,0.227113646
1990,Georges Bank,Georges Bank,1990,-0.93631827,zp_large,-0.533964561
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,SST,0.006562679
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,Commercial Landings,223089313
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,Spectra Slope,-0.774710678
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,GSI,0.101839421
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,zp_small,0.794733879
1990,Gulf of Maine,Gulf of Maine,1990,-0.871817468,zp_large,-0.726777231
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,SST,0.24057072
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,Commercial Landings,760018357
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,Spectra Slope,-1.045044759
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,GSI,0.101839421
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,zp_small,0.279571434
1990,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.083585929,zp_large,-0.15602599
1990,Southern New England,Southern New England,1990,-1.055033744,SST,0.18712474
1990,Southern New England,Southern New England,1990,-1.055033744,Commercial Landings,144412411
1990,Southern New England,Southern New England,1990,-1.055033744,Spectra Slope,-0.912945617
1990,Southern New England,Southern New England,1990,-1.055033744,GSI,0.101839421
1990,Southern New England,Southern New England,1990,-1.055033744,zp_small,0.279571434
1990,Southern New England,Southern New England,1990,-1.055033744,zp_large,-0.15602599
1991,Georges Bank,Georges Bank,1990,-0.959742129,SST,0.176374341
1991,Georges Bank,Georges Bank,1990,-0.959742129,Commercial Landings,95772001
1991,Georges Bank,Georges Bank,1990,-0.959742129,Spectra Slope,-0.939579297
1991,Georges Bank,Georges Bank,1990,-0.959742129,GSI,0.859442628
1991,Georges Bank,Georges Bank,1990,-0.959742129,zp_small,0.314569762
1991,Georges Bank,Georges Bank,1990,-0.959742129,zp_large,-0.450135072
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,SST,0.02732803
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,Commercial Landings,226304339
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,Spectra Slope,-0.853688006
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,GSI,0.859442628
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,zp_small,0.720833956
1991,Gulf of Maine,Gulf of Maine,1990,-0.932787062,zp_large,-0.498639047
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,SST,0.528205228
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,Commercial Landings,688269988
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,Spectra Slope,-1.002404659
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,GSI,0.859442628
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,zp_small,0.237926113
1991,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.054850344,zp_large,-0.83550945
1991,Southern New England,Southern New England,1990,-0.946111079,SST,0.177971046
1991,Southern New England,Southern New England,1990,-0.946111079,Commercial Landings,137660227
1991,Southern New England,Southern New England,1990,-0.946111079,Spectra Slope,-0.964201841
1991,Southern New England,Southern New England,1990,-0.946111079,GSI,0.859442628
1991,Southern New England,Southern New England,1990,-0.946111079,zp_small,0.237926113
1991,Southern New England,Southern New England,1990,-0.946111079,zp_large,-0.83550945
1992,Georges Bank,Georges Bank,1990,-0.971289751,SST,-0.636274468
1992,Georges Bank,Georges Bank,1990,-0.971289751,Commercial Landings,87813581
1992,Georges Bank,Georges Bank,1990,-0.971289751,Spectra Slope,-0.943635165
1992,Georges Bank,Georges Bank,1990,-0.971289751,GSI,0.281783736
1992,Georges Bank,Georges Bank,1990,-0.971289751,zp_small,0.193875834
1992,Georges Bank,Georges Bank,1990,-0.971289751,zp_large,-0.055148165
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,SST,-0.84019708
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,Commercial Landings,221048610
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,Spectra Slope,-0.807217112
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,GSI,0.281783736
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,zp_small,0.430709861
1992,Gulf of Maine,Gulf of Maine,1990,-0.976030371,zp_large,-0.330489298
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,SST,-0.866900407
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,Commercial Landings,653544075
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,Spectra Slope,-0.952543296
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,GSI,0.281783736
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,zp_small,0.482711102
1992,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.06051425,zp_large,0.229861234
1992,Southern New England,Southern New England,1990,-1.03486656,SST,-0.850893582
1992,Southern New England,Southern New England,1990,-1.03486656,Commercial Landings,141784472
1992,Southern New England,Southern New England,1990,-1.03486656,Spectra Slope,-1.110125292
1992,Southern New England,Southern New England,1990,-1.03486656,GSI,0.281783736
1992,Southern New England,Southern New England,1990,-1.03486656,zp_small,0.482711102
1992,Southern New England,Southern New England,1990,-1.03486656,zp_large,0.229861234
1993,Georges Bank,Georges Bank,1990,-0.864268997,SST,-0.16087387
1993,Georges Bank,Georges Bank,1990,-0.864268997,Commercial Landings,85059835
1993,Georges Bank,Georges Bank,1990,-0.864268997,Spectra Slope,-0.607837453
1993,Georges Bank,Georges Bank,1990,-0.864268997,GSI,0.56129269
1993,Georges Bank,Georges Bank,1990,-0.864268997,zp_small,0.438544901
1993,Georges Bank,Georges Bank,1990,-0.864268997,zp_large,-0.293769606
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,SST,-0.530780407
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,Commercial Landings,204454521
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,Spectra Slope,-0.870649051
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,GSI,0.56129269
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,zp_small,0.7448507
1993,Gulf of Maine,Gulf of Maine,1990,-0.946871203,zp_large,-0.374984032
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,SST,-0.414907121
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,Commercial Landings,721378435
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,Spectra Slope,-0.962333895
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,GSI,0.56129269
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,zp_small,0.23997287
1993,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.007697647,zp_large,0.054444217
1993,Southern New England,Southern New England,1990,-1.058119695,SST,-0.382642462
1993,Southern New England,Southern New England,1990,-1.058119695,Commercial Landings,124698300
1993,Southern New England,Southern New England,1990,-1.058119695,Spectra Slope,-0.948015949
1993,Southern New England,Southern New England,1990,-1.058119695,GSI,0.56129269
1993,Southern New England,Southern New England,1990,-1.058119695,zp_small,0.23997287
1993,Southern New England,Southern New England,1990,-1.058119695,zp_large,0.054444217
1994,Georges Bank,Georges Bank,1990,-0.947721666,SST,0.293988535
1994,Georges Bank,Georges Bank,1990,-0.947721666,Commercial Landings,14829618
1994,Georges Bank,Georges Bank,1990,-0.947721666,Spectra Slope,-0.98214635
1994,Georges Bank,Georges Bank,1990,-0.947721666,GSI,0.844028302
1994,Georges Bank,Georges Bank,1990,-0.947721666,zp_small,0.368674385
1994,Georges Bank,Georges Bank,1990,-0.947721666,zp_large,-0.31051283
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,SST,0.04689151
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,Commercial Landings,99216852
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,Spectra Slope,-0.922692379
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,GSI,0.844028302
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,zp_small,0.141491955
1994,Gulf of Maine,Gulf of Maine,1990,-0.911840607,zp_large,-0.149377368
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,SST,-0.184265221
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,Commercial Landings,572969884
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,Spectra Slope,-0.934427121
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,GSI,0.844028302
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,zp_small,0.273594281
1994,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.163088992,zp_large,-0.143055538
1994,Southern New England,Southern New England,1990,-1.060765611,SST,-0.310832657
1994,Southern New England,Southern New England,1990,-1.060765611,Commercial Landings,64729688
1994,Southern New England,Southern New England,1990,-1.060765611,Spectra Slope,-0.967324615
1994,Southern New England,Southern New England,1990,-1.060765611,GSI,0.844028302
1994,Southern New England,Southern New England,1990,-1.060765611,zp_small,0.273594281
1994,Southern New England,Southern New England,1990,-1.060765611,zp_large,-0.143055538
1995,Georges Bank,Georges Bank,1990,-0.982892869,SST,-0.055674428
1995,Georges Bank,Georges Bank,1990,-0.982892869,Commercial Landings,932608
1995,Georges Bank,Georges Bank,1990,-0.982892869,Spectra Slope,-0.970481156
1995,Georges Bank,Georges Bank,1990,-0.982892869,GSI,1.0914106
1995,Georges Bank,Georges Bank,1990,-0.982892869,zp_small,0.238992886
1995,Georges Bank,Georges Bank,1990,-0.982892869,zp_large,-0.054477574
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,SST,-0.158189632
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,Commercial Landings,96331430
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,Spectra Slope,-0.980750188
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,GSI,1.0914106
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,zp_small,0.340864457
1995,Gulf of Maine,Gulf of Maine,1990,-1.005497713,zp_large,0.059950459
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,SST,0.4270267
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,Commercial Landings,755320015
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,Spectra Slope,-1.056572473
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,GSI,1.0914106
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,zp_small,-0.335170365
1995,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.026801077,zp_large,-0.267758989
1995,Southern New England,Southern New England,1990,-1.122412957,SST,0.199617304
1995,Southern New England,Southern New England,1990,-1.122412957,Commercial Landings,29529600
1995,Southern New England,Southern New England,1990,-1.122412957,Spectra Slope,-1.304128554
1995,Southern New England,Southern New England,1990,-1.122412957,GSI,1.0914106
1995,Southern New England,Southern New England,1990,-1.122412957,zp_small,-0.335170365
1995,Southern New England,Southern New England,1990,-1.122412957,zp_large,-0.267758989
1996,Georges Bank,Georges Bank,1990,-0.910987316,SST,-1.042576935
1996,Georges Bank,Georges Bank,1990,-0.910987316,Commercial Landings,65037667
1996,Georges Bank,Georges Bank,1990,-0.910987316,Spectra Slope,-0.602941835
1996,Georges Bank,Georges Bank,1990,-0.910987316,GSI,-0.447046962
1996,Georges Bank,Georges Bank,1990,-0.910987316,zp_small,0.688436665
1996,Georges Bank,Georges Bank,1990,-0.910987316,zp_large,0.400084718
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,SST,-0.6942146
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,Commercial Landings,216349582
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,Spectra Slope,-0.712683824
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,GSI,-0.447046962
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,zp_small,0.327560615
1996,Gulf of Maine,Gulf of Maine,1990,-0.904577865,zp_large,0.023381356
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,SST,-1.247524933
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,Commercial Landings,691973150
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,Spectra Slope,-0.995095442
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,GSI,-0.447046962
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,zp_small,0.500672166
1996,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.072735709,zp_large,-0.036815795
1996,Southern New England,Southern New England,1990,-0.964799864,SST,-1.271736816
1996,Southern New England,Southern New England,1990,-0.964799864,Commercial Landings,151542461
1996,Southern New England,Southern New England,1990,-0.964799864,Spectra Slope,-0.906929708
1996,Southern New England,Southern New England,1990,-0.964799864,GSI,-0.447046962
1996,Southern New England,Southern New England,1990,-0.964799864,zp_small,0.500672166
1996,Southern New England,Southern New England,1990,-0.964799864,zp_large,-0.036815795
1997,Georges Bank,Georges Bank,1990,-0.944604216,SST,-0.423687937
1997,Georges Bank,Georges Bank,1990,-0.944604216,Commercial Landings,66174904
1997,Georges Bank,Georges Bank,1990,-0.944604216,Spectra Slope,-1.00089868
1997,Georges Bank,Georges Bank,1990,-0.944604216,GSI,-0.3809988
1997,Georges Bank,Georges Bank,1990,-0.944604216,zp_small,0.439296744
1997,Georges Bank,Georges Bank,1990,-0.944604216,zp_large,0.062684125
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,SST,-0.272477859
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,Commercial Landings,212246569
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,Spectra Slope,-0.969088253
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,GSI,-0.3809988
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,zp_small,0.343627308
1997,Gulf of Maine,Gulf of Maine,1990,-0.940497017,zp_large,0.021281267
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,SST,-0.524488363
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,Commercial Landings,589162513
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,Spectra Slope,-1.309862876
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,GSI,-0.3809988
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,zp_small,0.186236195
1997,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.092998289,zp_large,-0.594721233
1997,Southern New England,Southern New England,1990,-1.036436154,SST,-0.279851867
1997,Southern New England,Southern New England,1990,-1.036436154,Commercial Landings,170649401
1997,Southern New England,Southern New England,1990,-1.036436154,Spectra Slope,-1.188701394
1997,Southern New England,Southern New England,1990,-1.036436154,GSI,-0.3809988
1997,Southern New England,Southern New England,1990,-1.036436154,zp_small,0.186236195
1997,Southern New England,Southern New England,1990,-1.036436154,zp_large,-0.594721233
1998,Georges Bank,Georges Bank,1990,-0.959997244,SST,-0.403299463
1998,Georges Bank,Georges Bank,1990,-0.959997244,Commercial Landings,96628533
1998,Georges Bank,Georges Bank,1990,-0.959997244,Spectra Slope,-1.007794648
1998,Georges Bank,Georges Bank,1990,-0.959997244,GSI,-0.253777622
